node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
GO:0000002	GO:0007005	biological_function	biological_function	mitochondrial genome maintenance	mitochondrion organization
GO:0007005	GO:0006996	biological_function	biological_function	mitochondrion organization	organelle organization
GO:0000003	GO:0008150	biological_function	biological_function	reproduction	biological_process
GO:0000012	GO:0006281	biological_function	biological_function	single strand break repair	DNA repair
GO:0006281	GO:0006259	biological_function	biological_function	DNA repair	DNA metabolic process
GO:0006281	GO:0006974	biological_function	biological_function	DNA repair	cellular response to DNA damage stimulus
GO:0000018	GO:0006310	biological_function	biological_function	regulation of DNA recombination	DNA recombination
GO:0000018	GO:0051052	biological_function	biological_function	regulation of DNA recombination	regulation of DNA metabolic process
GO:0006310	GO:0006259	biological_function	biological_function	DNA recombination	DNA metabolic process
GO:0051052	GO:0006259	biological_function	biological_function	regulation of DNA metabolic process	DNA metabolic process
GO:0051052	GO:0019219	biological_function	biological_function	regulation of DNA metabolic process	regulation of nucleobase-containing compound metabolic process
GO:0051052	GO:0060255	biological_function	biological_function	regulation of DNA metabolic process	regulation of macromolecule metabolic process
GO:0000019	GO:0006312	biological_function	biological_function	regulation of mitotic recombination	mitotic recombination
GO:0000019	GO:0000018	biological_function	biological_function	regulation of mitotic recombination	regulation of DNA recombination
GO:0006312	GO:0006310	biological_function	biological_function	mitotic recombination	DNA recombination
GO:0000027	GO:0042255	biological_function	biological_function	ribosomal large subunit assembly	ribosome assembly
GO:0000027	GO:0042273	biological_function	biological_function	ribosomal large subunit assembly	ribosomal large subunit biogenesis
GO:0000027	GO:0022618	biological_function	biological_function	ribosomal large subunit assembly	ribonucleoprotein complex assembly
GO:0042255	GO:0042254	biological_function	biological_function	ribosome assembly	ribosome biogenesis
GO:0042255	GO:0070925	biological_function	biological_function	ribosome assembly	organelle assembly
GO:0042255	GO:0022618	biological_function	biological_function	ribosome assembly	ribonucleoprotein complex assembly
GO:0042273	GO:0042254	biological_function	biological_function	ribosomal large subunit biogenesis	ribosome biogenesis
GO:0042273	GO:0022613	biological_function	biological_function	ribosomal large subunit biogenesis	ribonucleoprotein complex biogenesis
GO:0022618	GO:0022613	biological_function	biological_function	ribonucleoprotein complex assembly	ribonucleoprotein complex biogenesis
GO:0022618	GO:0071826	biological_function	biological_function	ribonucleoprotein complex assembly	ribonucleoprotein complex subunit organization
GO:0022618	GO:0034622	biological_function	biological_function	ribonucleoprotein complex assembly	cellular macromolecular complex assembly
GO:0000028	GO:0042255	biological_function	biological_function	ribosomal small subunit assembly	ribosome assembly
GO:0000028	GO:0042274	biological_function	biological_function	ribosomal small subunit assembly	ribosomal small subunit biogenesis
GO:0000028	GO:0022618	biological_function	biological_function	ribosomal small subunit assembly	ribonucleoprotein complex assembly
GO:0042274	GO:0042254	biological_function	biological_function	ribosomal small subunit biogenesis	ribosome biogenesis
GO:0042274	GO:0022613	biological_function	biological_function	ribosomal small subunit biogenesis	ribonucleoprotein complex biogenesis
GO:0000038	GO:0006631	biological_function	biological_function	very long-chain fatty acid metabolic process	fatty acid metabolic process
GO:0006631	GO:0044255	biological_function	biological_function	fatty acid metabolic process	cellular lipid metabolic process
GO:0006631	GO:0032787	biological_function	biological_function	fatty acid metabolic process	monocarboxylic acid metabolic process
GO:0000041	GO:0030001	biological_function	biological_function	transition metal ion transport	metal ion transport
GO:0030001	GO:0006812	biological_function	biological_function	metal ion transport	cation transport
GO:0000045	GO:0070925	biological_function	biological_function	autophagosome assembly	organelle assembly
GO:0000045	GO:1905037	biological_function	biological_function	autophagosome assembly	autophagosome organization
GO:0070925	GO:0022607	biological_function	biological_function	organelle assembly	cellular component assembly
GO:0070925	GO:0006996	biological_function	biological_function	organelle assembly	organelle organization
GO:1905037	GO:0016236	biological_function	biological_function	autophagosome organization	macroautophagy
GO:1905037	GO:0007033	biological_function	biological_function	autophagosome organization	vacuole organization
GO:0000050	GO:1901566	biological_function	biological_function	urea cycle	organonitrogen compound biosynthetic process
GO:0000050	GO:0043604	biological_function	biological_function	urea cycle	amide biosynthetic process
GO:0000050	GO:0019627	biological_function	biological_function	urea cycle	urea metabolic process
GO:1901566	GO:1901564	biological_function	biological_function	organonitrogen compound biosynthetic process	organonitrogen compound metabolic process
GO:1901566	GO:1901576	biological_function	biological_function	organonitrogen compound biosynthetic process	organic substance biosynthetic process
GO:0043604	GO:0043603	biological_function	biological_function	amide biosynthetic process	cellular amide metabolic process
GO:0043604	GO:0044271	biological_function	biological_function	amide biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0019627	GO:1901564	biological_function	biological_function	urea metabolic process	organonitrogen compound metabolic process
GO:0019627	GO:0071941	biological_function	biological_function	urea metabolic process	nitrogen cycle metabolic process
GO:0019627	GO:0043603	biological_function	biological_function	urea metabolic process	cellular amide metabolic process
GO:0019627	GO:0044281	biological_function	biological_function	urea metabolic process	small molecule metabolic process
GO:0000052	GO:1901605	biological_function	biological_function	citrulline metabolic process	alpha-amino acid metabolic process
GO:1901605	GO:0006520	biological_function	biological_function	alpha-amino acid metabolic process	cellular amino acid metabolic process
GO:0000053	GO:0072350	biological_function	biological_function	argininosuccinate metabolic process	tricarboxylic acid metabolic process
GO:0000053	GO:0006575	biological_function	biological_function	argininosuccinate metabolic process	cellular modified amino acid metabolic process
GO:0000053	GO:1901605	biological_function	biological_function	argininosuccinate metabolic process	alpha-amino acid metabolic process
GO:0072350	GO:0019752	biological_function	biological_function	tricarboxylic acid metabolic process	carboxylic acid metabolic process
GO:0006575	GO:1901564	biological_function	biological_function	cellular modified amino acid metabolic process	organonitrogen compound metabolic process
GO:0006575	GO:0044237	biological_function	biological_function	cellular modified amino acid metabolic process	cellular metabolic process
GO:0000054	GO:0042254	biological_function	biological_function	ribosomal subunit export from nucleus	ribosome biogenesis
GO:0000054	GO:0033750	biological_function	biological_function	ribosomal subunit export from nucleus	ribosome localization
GO:0000054	GO:0071428	biological_function	biological_function	ribosomal subunit export from nucleus	rRNA-containing ribonucleoprotein complex export from nucleus
GO:0000054	GO:0051656	biological_function	biological_function	ribosomal subunit export from nucleus	establishment of organelle localization
GO:0042254	GO:0022613	biological_function	biological_function	ribosome biogenesis	ribonucleoprotein complex biogenesis
GO:0033750	GO:0008104	biological_function	biological_function	ribosome localization	protein localization
GO:0033750	GO:0051640	biological_function	biological_function	ribosome localization	organelle localization
GO:0071428	GO:0071426	biological_function	biological_function	rRNA-containing ribonucleoprotein complex export from nucleus	ribonucleoprotein complex export from nucleus
GO:0051656	GO:0051234	biological_function	biological_function	establishment of organelle localization	establishment of localization
GO:0051656	GO:0051640	biological_function	biological_function	establishment of organelle localization	organelle localization
GO:0000055	GO:0000054	biological_function	biological_function	ribosomal large subunit export from nucleus	ribosomal subunit export from nucleus
GO:0000056	GO:0000054	biological_function	biological_function	ribosomal small subunit export from nucleus	ribosomal subunit export from nucleus
GO:0000060	GO:0006606	biological_function	biological_function	protein import into nucleus, translocation	protein import into nucleus
GO:0000060	GO:0006886	biological_function	biological_function	protein import into nucleus, translocation	intracellular protein transport
GO:0006606	GO:0034504	biological_function	biological_function	protein import into nucleus	protein localization to nucleus
GO:0006606	GO:0072594	biological_function	biological_function	protein import into nucleus	establishment of protein localization to organelle
GO:0006606	GO:0051170	biological_function	biological_function	protein import into nucleus	nuclear import
GO:0006606	GO:0017038	biological_function	biological_function	protein import into nucleus	protein import
GO:0006886	GO:0034613	biological_function	biological_function	intracellular protein transport	cellular protein localization
GO:0006886	GO:0015031	biological_function	biological_function	intracellular protein transport	protein transport
GO:0006886	GO:0046907	biological_function	biological_function	intracellular protein transport	intracellular transport
GO:0000070	GO:1903047	biological_function	biological_function	mitotic sister chromatid segregation	mitotic cell cycle process
GO:0000070	GO:0000819	biological_function	biological_function	mitotic sister chromatid segregation	sister chromatid segregation
GO:1903047	GO:0000278	biological_function	biological_function	mitotic cell cycle process	mitotic cell cycle
GO:1903047	GO:0022402	biological_function	biological_function	mitotic cell cycle process	cell cycle process
GO:0000819	GO:0098813	biological_function	biological_function	sister chromatid segregation	nuclear chromosome segregation
GO:0000819	GO:0051276	biological_function	biological_function	sister chromatid segregation	chromosome organization
GO:0000075	GO:0045786	biological_function	biological_function	cell cycle checkpoint	negative regulation of cell cycle
GO:0000075	GO:0009987	biological_function	biological_function	cell cycle checkpoint	cellular process
GO:0045786	GO:0007049	biological_function	biological_function	negative regulation of cell cycle	cell cycle
GO:0045786	GO:0051726	biological_function	biological_function	negative regulation of cell cycle	regulation of cell cycle
GO:0045786	GO:0048523	biological_function	biological_function	negative regulation of cell cycle	negative regulation of cellular process
GO:0009987	GO:0008150	biological_function	biological_function	cellular process	biological_process
GO:0000076	GO:0031570	biological_function	biological_function	DNA replication checkpoint	DNA integrity checkpoint
GO:0031570	GO:0000075	biological_function	biological_function	DNA integrity checkpoint	cell cycle checkpoint
GO:0000077	GO:0031570	biological_function	biological_function	DNA damage checkpoint	DNA integrity checkpoint
GO:0000077	GO:0006974	biological_function	biological_function	DNA damage checkpoint	cellular response to DNA damage stimulus
GO:0006974	GO:0033554	biological_function	biological_function	cellular response to DNA damage stimulus	cellular response to stress
GO:0000079	GO:0071900	biological_function	biological_function	regulation of cyclin-dependent protein serine/threonine kinase activity	regulation of protein serine/threonine kinase activity
GO:0000079	GO:1904029	biological_function	biological_function	regulation of cyclin-dependent protein serine/threonine kinase activity	regulation of cyclin-dependent protein kinase activity
GO:0071900	GO:0045859	biological_function	biological_function	regulation of protein serine/threonine kinase activity	regulation of protein kinase activity
GO:1904029	GO:0051726	biological_function	biological_function	regulation of cyclin-dependent protein kinase activity	regulation of cell cycle
GO:1904029	GO:0045859	biological_function	biological_function	regulation of cyclin-dependent protein kinase activity	regulation of protein kinase activity
GO:0000082	GO:0044843	biological_function	biological_function	G1/S transition of mitotic cell cycle	cell cycle G1/S phase transition
GO:0000082	GO:0044772	biological_function	biological_function	G1/S transition of mitotic cell cycle	mitotic cell cycle phase transition
GO:0044843	GO:0044770	biological_function	biological_function	cell cycle G1/S phase transition	cell cycle phase transition
GO:0044772	GO:1903047	biological_function	biological_function	mitotic cell cycle phase transition	mitotic cell cycle process
GO:0044772	GO:0044770	biological_function	biological_function	mitotic cell cycle phase transition	cell cycle phase transition
GO:0000083	GO:0000082	biological_function	biological_function	regulation of transcription involved in G1/S transition of mitotic cell cycle	G1/S transition of mitotic cell cycle
GO:0000083	GO:0006355	biological_function	biological_function	regulation of transcription involved in G1/S transition of mitotic cell cycle	regulation of transcription, DNA-templated
GO:0000083	GO:1903047	biological_function	biological_function	regulation of transcription involved in G1/S transition of mitotic cell cycle	mitotic cell cycle process
GO:0006355	GO:0006351	biological_function	biological_function	regulation of transcription, DNA-templated	transcription, DNA-templated
GO:0006355	GO:2000112	biological_function	biological_function	regulation of transcription, DNA-templated	regulation of cellular macromolecule biosynthetic process
GO:0006355	GO:0010468	biological_function	biological_function	regulation of transcription, DNA-templated	regulation of gene expression
GO:0006355	GO:1903506	biological_function	biological_function	regulation of transcription, DNA-templated	regulation of nucleic acid-templated transcription
GO:0000086	GO:0044772	biological_function	biological_function	G2/M transition of mitotic cell cycle	mitotic cell cycle phase transition
GO:0000086	GO:0044839	biological_function	biological_function	G2/M transition of mitotic cell cycle	cell cycle G2/M phase transition
GO:0044839	GO:0044770	biological_function	biological_function	cell cycle G2/M phase transition	cell cycle phase transition
GO:0000096	GO:0006790	biological_function	biological_function	sulfur amino acid metabolic process	sulfur compound metabolic process
GO:0000096	GO:0006520	biological_function	biological_function	sulfur amino acid metabolic process	cellular amino acid metabolic process
GO:0006790	GO:0044237	biological_function	biological_function	sulfur compound metabolic process	cellular metabolic process
GO:0006520	GO:1901564	biological_function	biological_function	cellular amino acid metabolic process	organonitrogen compound metabolic process
GO:0006520	GO:0019752	biological_function	biological_function	cellular amino acid metabolic process	carboxylic acid metabolic process
GO:0006520	GO:0044238	biological_function	biological_function	cellular amino acid metabolic process	primary metabolic process
GO:0000097	GO:0000096	biological_function	biological_function	sulfur amino acid biosynthetic process	sulfur amino acid metabolic process
GO:0000097	GO:0008652	biological_function	biological_function	sulfur amino acid biosynthetic process	cellular amino acid biosynthetic process
GO:0000097	GO:0044272	biological_function	biological_function	sulfur amino acid biosynthetic process	sulfur compound biosynthetic process
GO:0008652	GO:1901566	biological_function	biological_function	cellular amino acid biosynthetic process	organonitrogen compound biosynthetic process
GO:0008652	GO:0006520	biological_function	biological_function	cellular amino acid biosynthetic process	cellular amino acid metabolic process
GO:0008652	GO:0046394	biological_function	biological_function	cellular amino acid biosynthetic process	carboxylic acid biosynthetic process
GO:0044272	GO:0006790	biological_function	biological_function	sulfur compound biosynthetic process	sulfur compound metabolic process
GO:0044272	GO:0044249	biological_function	biological_function	sulfur compound biosynthetic process	cellular biosynthetic process
GO:0000098	GO:0044273	biological_function	biological_function	sulfur amino acid catabolic process	sulfur compound catabolic process
GO:0000098	GO:0000096	biological_function	biological_function	sulfur amino acid catabolic process	sulfur amino acid metabolic process
GO:0000098	GO:0009063	biological_function	biological_function	sulfur amino acid catabolic process	cellular amino acid catabolic process
GO:0044273	GO:0006790	biological_function	biological_function	sulfur compound catabolic process	sulfur compound metabolic process
GO:0044273	GO:0044248	biological_function	biological_function	sulfur compound catabolic process	cellular catabolic process
GO:0009063	GO:0046395	biological_function	biological_function	cellular amino acid catabolic process	carboxylic acid catabolic process
GO:0009063	GO:1901565	biological_function	biological_function	cellular amino acid catabolic process	organonitrogen compound catabolic process
GO:0009063	GO:0006520	biological_function	biological_function	cellular amino acid catabolic process	cellular amino acid metabolic process
GO:0000101	GO:0072348	biological_function	biological_function	sulfur amino acid transport	sulfur compound transport
GO:0000101	GO:0006865	biological_function	biological_function	sulfur amino acid transport	amino acid transport
GO:0072348	GO:0006810	biological_function	biological_function	sulfur compound transport	transport
GO:0006865	GO:0071705	biological_function	biological_function	amino acid transport	nitrogen compound transport
GO:0006865	GO:0046942	biological_function	biological_function	amino acid transport	carboxylic acid transport
GO:0000103	GO:0006790	biological_function	biological_function	sulfate assimilation	sulfur compound metabolic process
GO:0000122	GO:0006366	biological_function	biological_function	negative regulation of transcription by RNA polymerase II	transcription by RNA polymerase II
GO:0000122	GO:0006357	biological_function	biological_function	negative regulation of transcription by RNA polymerase II	regulation of transcription by RNA polymerase II
GO:0000122	GO:0045892	biological_function	biological_function	negative regulation of transcription by RNA polymerase II	negative regulation of transcription, DNA-templated
GO:0006366	GO:0006351	biological_function	biological_function	transcription by RNA polymerase II	transcription, DNA-templated
GO:0006357	GO:0006366	biological_function	biological_function	regulation of transcription by RNA polymerase II	transcription by RNA polymerase II
GO:0006357	GO:0006355	biological_function	biological_function	regulation of transcription by RNA polymerase II	regulation of transcription, DNA-templated
GO:0045892	GO:0006351	biological_function	biological_function	negative regulation of transcription, DNA-templated	transcription, DNA-templated
GO:0045892	GO:0006355	biological_function	biological_function	negative regulation of transcription, DNA-templated	regulation of transcription, DNA-templated
GO:0045892	GO:1903507	biological_function	biological_function	negative regulation of transcription, DNA-templated	negative regulation of nucleic acid-templated transcription
GO:0045892	GO:0010629	biological_function	biological_function	negative regulation of transcription, DNA-templated	negative regulation of gene expression
GO:0045892	GO:2000113	biological_function	biological_function	negative regulation of transcription, DNA-templated	negative regulation of cellular macromolecule biosynthetic process
GO:0000132	GO:0051294	biological_function	biological_function	establishment of mitotic spindle orientation	establishment of spindle orientation
GO:0000132	GO:0040001	biological_function	biological_function	establishment of mitotic spindle orientation	establishment of mitotic spindle localization
GO:0051294	GO:0030010	biological_function	biological_function	establishment of spindle orientation	establishment of cell polarity
GO:0051294	GO:0051293	biological_function	biological_function	establishment of spindle orientation	establishment of spindle localization
GO:0040001	GO:1902850	biological_function	biological_function	establishment of mitotic spindle localization	microtubule cytoskeleton organization involved in mitosis
GO:0040001	GO:0051293	biological_function	biological_function	establishment of mitotic spindle localization	establishment of spindle localization
GO:0000165	GO:0035556	biological_function	biological_function	MAPK cascade	intracellular signal transduction
GO:0000165	GO:0023014	biological_function	biological_function	MAPK cascade	signal transduction by protein phosphorylation
GO:0035556	GO:0007165	biological_function	biological_function	intracellular signal transduction	signal transduction
GO:0023014	GO:0006468	biological_function	biological_function	signal transduction by protein phosphorylation	protein phosphorylation
GO:0023014	GO:0007165	biological_function	biological_function	signal transduction by protein phosphorylation	signal transduction
GO:0000183	GO:0006342	biological_function	biological_function	chromatin silencing at rDNA	chromatin silencing
GO:0006342	GO:0006325	biological_function	biological_function	chromatin silencing	chromatin organization
GO:0006342	GO:0045892	biological_function	biological_function	chromatin silencing	negative regulation of transcription, DNA-templated
GO:0006342	GO:0016458	biological_function	biological_function	chromatin silencing	gene silencing
GO:0006342	GO:0045814	biological_function	biological_function	chromatin silencing	negative regulation of gene expression, epigenetic
GO:0000184	GO:0000956	biological_function	biological_function	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	nuclear-transcribed mRNA catabolic process
GO:0000956	GO:0006402	biological_function	biological_function	nuclear-transcribed mRNA catabolic process	mRNA catabolic process
GO:0000185	GO:0032147	biological_function	biological_function	activation of MAPKKK activity	activation of protein kinase activity
GO:0000185	GO:0043406	biological_function	biological_function	activation of MAPKKK activity	positive regulation of MAP kinase activity
GO:0032147	GO:0045860	biological_function	biological_function	activation of protein kinase activity	positive regulation of protein kinase activity
GO:0043406	GO:0043410	biological_function	biological_function	positive regulation of MAP kinase activity	positive regulation of MAPK cascade
GO:0043406	GO:0071902	biological_function	biological_function	positive regulation of MAP kinase activity	positive regulation of protein serine/threonine kinase activity
GO:0043406	GO:0043405	biological_function	biological_function	positive regulation of MAP kinase activity	regulation of MAP kinase activity
GO:0000186	GO:0032147	biological_function	biological_function	activation of MAPKK activity	activation of protein kinase activity
GO:0000186	GO:0043406	biological_function	biological_function	activation of MAPKK activity	positive regulation of MAP kinase activity
GO:0000187	GO:0032147	biological_function	biological_function	activation of MAPK activity	activation of protein kinase activity
GO:0000187	GO:0043406	biological_function	biological_function	activation of MAPK activity	positive regulation of MAP kinase activity
GO:0000188	GO:0043407	biological_function	biological_function	inactivation of MAPK activity	negative regulation of MAP kinase activity
GO:0043407	GO:0043409	biological_function	biological_function	negative regulation of MAP kinase activity	negative regulation of MAPK cascade
GO:0043407	GO:0071901	biological_function	biological_function	negative regulation of MAP kinase activity	negative regulation of protein serine/threonine kinase activity
GO:0043407	GO:0043405	biological_function	biological_function	negative regulation of MAP kinase activity	regulation of MAP kinase activity
GO:0000189	GO:0000165	biological_function	biological_function	MAPK import into nucleus	MAPK cascade
GO:0000189	GO:0006606	biological_function	biological_function	MAPK import into nucleus	protein import into nucleus
GO:0000189	GO:0051169	biological_function	biological_function	MAPK import into nucleus	nuclear transport
GO:0000189	GO:0006886	biological_function	biological_function	MAPK import into nucleus	intracellular protein transport
GO:0051169	GO:0046907	biological_function	biological_function	nuclear transport	intracellular transport
GO:0000209	GO:0016567	biological_function	biological_function	protein polyubiquitination	protein ubiquitination
GO:0016567	GO:0032446	biological_function	biological_function	protein ubiquitination	protein modification by small protein conjugation
GO:0000212	GO:1903046	biological_function	biological_function	meiotic spindle organization	meiotic cell cycle process
GO:0000212	GO:0007051	biological_function	biological_function	meiotic spindle organization	spindle organization
GO:1903046	GO:0051321	biological_function	biological_function	meiotic cell cycle process	meiotic cell cycle
GO:1903046	GO:0022414	biological_function	biological_function	meiotic cell cycle process	reproductive process
GO:1903046	GO:0022402	biological_function	biological_function	meiotic cell cycle process	cell cycle process
GO:0007051	GO:0022402	biological_function	biological_function	spindle organization	cell cycle process
GO:0007051	GO:0000226	biological_function	biological_function	spindle organization	microtubule cytoskeleton organization
GO:0000226	GO:0007010	biological_function	biological_function	microtubule cytoskeleton organization	cytoskeleton organization
GO:0000226	GO:0007017	biological_function	biological_function	microtubule cytoskeleton organization	microtubule-based process
GO:0007010	GO:0006996	biological_function	biological_function	cytoskeleton organization	organelle organization
GO:0007017	GO:0009987	biological_function	biological_function	microtubule-based process	cellular process
GO:0000244	GO:0000387	biological_function	biological_function	spliceosomal tri-snRNP complex assembly	spliceosomal snRNP assembly
GO:0000387	GO:0000398	biological_function	biological_function	spliceosomal snRNP assembly	mRNA splicing, via spliceosome
GO:0000387	GO:0022618	biological_function	biological_function	spliceosomal snRNP assembly	ribonucleoprotein complex assembly
GO:0000245	GO:0000398	biological_function	biological_function	spliceosomal complex assembly	mRNA splicing, via spliceosome
GO:0000245	GO:0022618	biological_function	biological_function	spliceosomal complex assembly	ribonucleoprotein complex assembly
GO:0000398	GO:0006397	biological_function	biological_function	mRNA splicing, via spliceosome	mRNA processing
GO:0000398	GO:0000377	biological_function	biological_function	mRNA splicing, via spliceosome	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
GO:0000266	GO:0048285	biological_function	biological_function	mitochondrial fission	organelle fission
GO:0000266	GO:0007005	biological_function	biological_function	mitochondrial fission	mitochondrion organization
GO:0048285	GO:0006996	biological_function	biological_function	organelle fission	organelle organization
GO:0000271	GO:0016051	biological_function	biological_function	polysaccharide biosynthetic process	carbohydrate biosynthetic process
GO:0000271	GO:0005976	biological_function	biological_function	polysaccharide biosynthetic process	polysaccharide metabolic process
GO:0000271	GO:0009059	biological_function	biological_function	polysaccharide biosynthetic process	macromolecule biosynthetic process
GO:0016051	GO:0005975	biological_function	biological_function	carbohydrate biosynthetic process	carbohydrate metabolic process
GO:0016051	GO:1901576	biological_function	biological_function	carbohydrate biosynthetic process	organic substance biosynthetic process
GO:0005976	GO:0005975	biological_function	biological_function	polysaccharide metabolic process	carbohydrate metabolic process
GO:0005976	GO:0043170	biological_function	biological_function	polysaccharide metabolic process	macromolecule metabolic process
GO:0009059	GO:1901576	biological_function	biological_function	macromolecule biosynthetic process	organic substance biosynthetic process
GO:0009059	GO:0043170	biological_function	biological_function	macromolecule biosynthetic process	macromolecule metabolic process
GO:0000272	GO:0009057	biological_function	biological_function	polysaccharide catabolic process	macromolecule catabolic process
GO:0000272	GO:0005976	biological_function	biological_function	polysaccharide catabolic process	polysaccharide metabolic process
GO:0000272	GO:0016052	biological_function	biological_function	polysaccharide catabolic process	carbohydrate catabolic process
GO:0009057	GO:1901575	biological_function	biological_function	macromolecule catabolic process	organic substance catabolic process
GO:0009057	GO:0043170	biological_function	biological_function	macromolecule catabolic process	macromolecule metabolic process
GO:0016052	GO:0005975	biological_function	biological_function	carbohydrate catabolic process	carbohydrate metabolic process
GO:0016052	GO:1901575	biological_function	biological_function	carbohydrate catabolic process	organic substance catabolic process
GO:0000278	GO:0007049	biological_function	biological_function	mitotic cell cycle	cell cycle
GO:0007049	GO:0009987	biological_function	biological_function	cell cycle	cellular process
GO:0000281	GO:1903047	biological_function	biological_function	mitotic cytokinesis	mitotic cell cycle process
GO:0000281	GO:0061640	biological_function	biological_function	mitotic cytokinesis	cytoskeleton-dependent cytokinesis
GO:0061640	GO:0000910	biological_function	biological_function	cytoskeleton-dependent cytokinesis	cytokinesis
GO:0000288	GO:0000956	biological_function	biological_function	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	nuclear-transcribed mRNA catabolic process
GO:0000289	GO:0000288	biological_function	biological_function	nuclear-transcribed mRNA poly(A) tail shortening	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:0000289	GO:0000956	biological_function	biological_function	nuclear-transcribed mRNA poly(A) tail shortening	nuclear-transcribed mRNA catabolic process
GO:0000291	GO:0000956	biological_function	biological_function	nuclear-transcribed mRNA catabolic process, exonucleolytic	nuclear-transcribed mRNA catabolic process
GO:0000302	GO:0006979	biological_function	biological_function	response to reactive oxygen species	response to oxidative stress
GO:0000302	GO:1901700	biological_function	biological_function	response to reactive oxygen species	response to oxygen-containing compound
GO:0006979	GO:0006950	biological_function	biological_function	response to oxidative stress	response to stress
GO:1901700	GO:0042221	biological_function	biological_function	response to oxygen-containing compound	response to chemical
GO:0000303	GO:0000305	biological_function	biological_function	response to superoxide	response to oxygen radical
GO:0000305	GO:0010035	biological_function	biological_function	response to oxygen radical	response to inorganic substance
GO:0000305	GO:0000302	biological_function	biological_function	response to oxygen radical	response to reactive oxygen species
GO:0010035	GO:0042221	biological_function	biological_function	response to inorganic substance	response to chemical
GO:0000338	GO:0070646	biological_function	biological_function	protein deneddylation	protein modification by small protein removal
GO:0070646	GO:0070647	biological_function	biological_function	protein modification by small protein removal	protein modification by small protein conjugation or removal
GO:0070646	GO:0006508	biological_function	biological_function	protein modification by small protein removal	proteolysis
GO:0000375	GO:0008380	biological_function	biological_function	RNA splicing, via transesterification reactions	RNA splicing
GO:0008380	GO:0006396	biological_function	biological_function	RNA splicing	RNA processing
GO:0000377	GO:0000375	biological_function	biological_function	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	RNA splicing, via transesterification reactions
GO:0000380	GO:0000398	biological_function	biological_function	alternative mRNA splicing, via spliceosome	mRNA splicing, via spliceosome
GO:0000381	GO:0000380	biological_function	biological_function	regulation of alternative mRNA splicing, via spliceosome	alternative mRNA splicing, via spliceosome
GO:0000381	GO:0048024	biological_function	biological_function	regulation of alternative mRNA splicing, via spliceosome	regulation of mRNA splicing, via spliceosome
GO:0048024	GO:0000398	biological_function	biological_function	regulation of mRNA splicing, via spliceosome	mRNA splicing, via spliceosome
GO:0048024	GO:0050684	biological_function	biological_function	regulation of mRNA splicing, via spliceosome	regulation of mRNA processing
GO:0048024	GO:0043484	biological_function	biological_function	regulation of mRNA splicing, via spliceosome	regulation of RNA splicing
GO:0000389	GO:0006376	biological_function	biological_function	mRNA 3'-splice site recognition	mRNA splice site selection
GO:0006376	GO:0000245	biological_function	biological_function	mRNA splice site selection	spliceosomal complex assembly
GO:0006376	GO:0022618	biological_function	biological_function	mRNA splice site selection	ribonucleoprotein complex assembly
GO:0000394	GO:0008380	biological_function	biological_function	RNA splicing, via endonucleolytic cleavage and ligation	RNA splicing
GO:0000395	GO:0045292	biological_function	biological_function	mRNA 5'-splice site recognition	mRNA cis splicing, via spliceosome
GO:0000395	GO:0006376	biological_function	biological_function	mRNA 5'-splice site recognition	mRNA splice site selection
GO:0045292	GO:0000398	biological_function	biological_function	mRNA cis splicing, via spliceosome	mRNA splicing, via spliceosome
GO:0006397	GO:0006396	biological_function	biological_function	mRNA processing	RNA processing
GO:0006397	GO:0016071	biological_function	biological_function	mRNA processing	mRNA metabolic process
GO:0000409	GO:0006355	biological_function	biological_function	regulation of transcription by galactose	regulation of transcription, DNA-templated
GO:0000411	GO:0000409	biological_function	biological_function	positive regulation of transcription by galactose	regulation of transcription by galactose
GO:0000411	GO:0045991	biological_function	biological_function	positive regulation of transcription by galactose	carbon catabolite activation of transcription
GO:0045991	GO:0045990	biological_function	biological_function	carbon catabolite activation of transcription	carbon catabolite regulation of transcription
GO:0045991	GO:0045893	biological_function	biological_function	carbon catabolite activation of transcription	positive regulation of transcription, DNA-templated
GO:0000413	GO:0018208	biological_function	biological_function	protein peptidyl-prolyl isomerization	peptidyl-proline modification
GO:0018208	GO:0018193	biological_function	biological_function	peptidyl-proline modification	peptidyl-amino acid modification
GO:0000414	GO:0010452	biological_function	biological_function	regulation of histone H3-K36 methylation	histone H3-K36 methylation
GO:0000414	GO:0031060	biological_function	biological_function	regulation of histone H3-K36 methylation	regulation of histone methylation
GO:0010452	GO:0034968	biological_function	biological_function	histone H3-K36 methylation	histone lysine methylation
GO:0031060	GO:0016571	biological_function	biological_function	regulation of histone methylation	histone methylation
GO:0031060	GO:0031056	biological_function	biological_function	regulation of histone methylation	regulation of histone modification
GO:0000415	GO:0010452	biological_function	biological_function	negative regulation of histone H3-K36 methylation	histone H3-K36 methylation
GO:0000415	GO:0000414	biological_function	biological_function	negative regulation of histone H3-K36 methylation	regulation of histone H3-K36 methylation
GO:0000415	GO:0031061	biological_function	biological_function	negative regulation of histone H3-K36 methylation	negative regulation of histone methylation
